00001_00_10s.ARW, 2, 3703.3086, 1147.8584, 3906.7668, 1286.2736, 0.577151
00001_00_10s.ARW, 2, 3712.4148, 1171.4967, 3828.0183, 1285.4817, 0.122502014
00001_00_10s.ARW, 2, 3365.2834, 1148.1113, 3448.573, 1281.172, 0.09992812
00001_00_10s.ARW, 2, 3630.3838, 1158.927, 3844.1873, 1289.0048, 0.059958767
00001_00_10s.ARW, 7, 3836.8313, 889.1096, 4256.0, 1202.7557, 0.41449732
00001_00_10s.ARW, 7, 122.344505, 71.412834, 3612.77, 2388.4084, 0.1079077
00001_00_10s.ARW, 8, 278.2659, 99.33006, 3698.8997, 2385.4014, 0.1176151
00001_00_10s.ARW, 8, 3839.4697, 894.3085, 4252.8926, 1200.7067, 0.05301049
00001_00_10s.ARW, 10, 927.51965, 646.9043, 983.02045, 778.23615, 0.055447534
00001_00_10s.ARW, 13, 1339.8469, 189.78186, 2240.6353, 1780.6582, 0.45545286
00001_00_10s.ARW, 13, 2219.0579, 137.9268, 3157.6406, 1748.581, 0.32626426
00001_00_10s.ARW, 59, 11.204999, 1119.1432, 594.98956, 1783.3298, 0.08900409
00001_00_10s.ARW, 60, 38.820625, 1863.6498, 3933.2903, 2796.8257, 0.16194922
00001_00_10s.ARW, 60, 71.588455, 1036.2395, 3605.9048, 2783.679, 0.08255977
00001_00_10s.ARW, 68, 1328.9503, 142.02008, 2225.304, 1823.2854, 0.121755935
00001_00_10s.ARW, 68, 2228.801, 139.22372, 3140.593, 1786.5282, 0.071050435
00001_00_10s.ARW, 70, 2250.9194, 180.8013, 3134.8567, 1789.4844, 0.20154963
00001_00_10s.ARW, 70, 1357.5532, 319.55536, 2182.467, 1781.483, 0.058325663
00001_00_10s.ARW, 73, 2244.7192, 246.10147, 3130.3757, 1788.4729, 0.4478951
00001_00_10s.ARW, 73, 1357.86, 371.91412, 2181.9365, 1776.6345, 0.18930677
00001_00_10s.ARW, 2, 3703.3086, 1147.8584, 3906.7668, 1286.2736, 0.577151
00001_00_10s.ARW, 2, 3712.4148, 1171.4967, 3828.0183, 1285.4817, 0.122502014
00001_00_10s.ARW, 2, 3365.2834, 1148.1113, 3448.573, 1281.172, 0.09992812
00001_00_10s.ARW, 2, 3630.3838, 1158.927, 3844.1873, 1289.0048, 0.059958767
00001_00_10s.ARW, 7, 3836.8313, 889.1096, 4256.0, 1202.7557, 0.41449732
00001_00_10s.ARW, 7, 122.344505, 71.412834, 3612.77, 2388.4084, 0.1079077
00001_00_10s.ARW, 8, 278.2659, 99.33006, 3698.8997, 2385.4014, 0.1176151
00001_00_10s.ARW, 8, 3839.4697, 894.3085, 4252.8926, 1200.7067, 0.05301049
00001_00_10s.ARW, 10, 927.51965, 646.9043, 983.02045, 778.23615, 0.055447534
00001_00_10s.ARW, 13, 1339.8469, 189.78186, 2240.6353, 1780.6582, 0.45545286
00001_00_10s.ARW, 13, 2219.0579, 137.9268, 3157.6406, 1748.581, 0.32626426
00001_00_10s.ARW, 59, 11.204999, 1119.1432, 594.98956, 1783.3298, 0.08900409
00001_00_10s.ARW, 60, 38.820625, 1863.6498, 3933.2903, 2796.8257, 0.16194922
00001_00_10s.ARW, 60, 71.588455, 1036.2395, 3605.9048, 2783.679, 0.08255977
00001_00_10s.ARW, 68, 1328.9503, 142.02008, 2225.304, 1823.2854, 0.121755935
00001_00_10s.ARW, 68, 2228.801, 139.22372, 3140.593, 1786.5282, 0.071050435
00001_00_10s.ARW, 70, 2250.9194, 180.8013, 3134.8567, 1789.4844, 0.20154963
00001_00_10s.ARW, 70, 1357.5532, 319.55536, 2182.467, 1781.483, 0.058325663
00001_00_10s.ARW, 73, 2244.7192, 246.10147, 3130.3757, 1788.4729, 0.4478951
00001_00_10s.ARW, 73, 1357.86, 371.91412, 2181.9365, 1776.6345, 0.18930677
00001_00_10s.ARW, 2, 3703.3086, 1147.8584, 3906.7668, 1286.2736, 0.577151
00001_00_10s.ARW, 2, 3712.4148, 1171.4967, 3828.0183, 1285.4817, 0.122502014
00001_00_10s.ARW, 2, 3365.2834, 1148.1113, 3448.573, 1281.172, 0.09992812
00001_00_10s.ARW, 2, 3630.3838, 1158.927, 3844.1873, 1289.0048, 0.059958767
00001_00_10s.ARW, 7, 3836.8313, 889.1096, 4256.0, 1202.7557, 0.41449732
00001_00_10s.ARW, 7, 122.344505, 71.412834, 3612.77, 2388.4084, 0.1079077
00001_00_10s.ARW, 8, 278.2659, 99.33006, 3698.8997, 2385.4014, 0.1176151
00001_00_10s.ARW, 8, 3839.4697, 894.3085, 4252.8926, 1200.7067, 0.05301049
00001_00_10s.ARW, 10, 927.51965, 646.9043, 983.02045, 778.23615, 0.055447534
00001_00_10s.ARW, 13, 1339.8469, 189.78186, 2240.6353, 1780.6582, 0.45545286
00001_00_10s.ARW, 13, 2219.0579, 137.9268, 3157.6406, 1748.581, 0.32626426
00001_00_10s.ARW, 59, 11.204999, 1119.1432, 594.98956, 1783.3298, 0.08900409
00001_00_10s.ARW, 60, 38.820625, 1863.6498, 3933.2903, 2796.8257, 0.16194922
00001_00_10s.ARW, 60, 71.588455, 1036.2395, 3605.9048, 2783.679, 0.08255977
00001_00_10s.ARW, 68, 1328.9503, 142.02008, 2225.304, 1823.2854, 0.121755935
00001_00_10s.ARW, 68, 2228.801, 139.22372, 3140.593, 1786.5282, 0.071050435
00001_00_10s.ARW, 70, 2250.9194, 180.8013, 3134.8567, 1789.4844, 0.20154963
00001_00_10s.ARW, 70, 1357.5532, 319.55536, 2182.467, 1781.483, 0.058325663
00001_00_10s.ARW, 73, 2244.7192, 246.10147, 3130.3757, 1788.4729, 0.4478951
00001_00_10s.ARW, 73, 1357.86, 371.91412, 2181.9365, 1776.6345, 0.18930677
00001_00_10s.ARW, 2, 3703.3086, 1147.8584, 3906.7668, 1286.2736, 0.577151
00001_00_10s.ARW, 2, 3712.4148, 1171.4967, 3828.0183, 1285.4817, 0.122502014
00001_00_10s.ARW, 2, 3365.2834, 1148.1113, 3448.573, 1281.172, 0.09992812
00001_00_10s.ARW, 2, 3630.3838, 1158.927, 3844.1873, 1289.0048, 0.059958767
00001_00_10s.ARW, 7, 3836.8313, 889.1096, 4256.0, 1202.7557, 0.41449732
00001_00_10s.ARW, 7, 122.344505, 71.412834, 3612.77, 2388.4084, 0.1079077
00001_00_10s.ARW, 8, 278.2659, 99.33006, 3698.8997, 2385.4014, 0.1176151
00001_00_10s.ARW, 8, 3839.4697, 894.3085, 4252.8926, 1200.7067, 0.05301049
00001_00_10s.ARW, 10, 927.51965, 646.9043, 983.02045, 778.23615, 0.055447534
00001_00_10s.ARW, 13, 1339.8469, 189.78186, 2240.6353, 1780.6582, 0.45545286
00001_00_10s.ARW, 13, 2219.0579, 137.9268, 3157.6406, 1748.581, 0.32626426
00001_00_10s.ARW, 59, 11.204999, 1119.1432, 594.98956, 1783.3298, 0.08900409
00001_00_10s.ARW, 60, 38.820625, 1863.6498, 3933.2903, 2796.8257, 0.16194922
00001_00_10s.ARW, 60, 71.588455, 1036.2395, 3605.9048, 2783.679, 0.08255977
00001_00_10s.ARW, 68, 1328.9503, 142.02008, 2225.304, 1823.2854, 0.121755935
00001_00_10s.ARW, 68, 2228.801, 139.22372, 3140.593, 1786.5282, 0.071050435
00001_00_10s.ARW, 70, 2250.9194, 180.8013, 3134.8567, 1789.4844, 0.20154963
00001_00_10s.ARW, 70, 1357.5532, 319.55536, 2182.467, 1781.483, 0.058325663
00001_00_10s.ARW, 73, 2244.7192, 246.10147, 3130.3757, 1788.4729, 0.4478951
00001_00_10s.ARW, 73, 1357.86, 371.91412, 2181.9365, 1776.6345, 0.18930677
00001_00_10s.ARW, 2, 3703.3086, 1147.8584, 3906.7668, 1286.2736, 0.577151
00001_00_10s.ARW, 2, 3712.4148, 1171.4967, 3828.0183, 1285.4817, 0.122502014
00001_00_10s.ARW, 2, 3365.2834, 1148.1113, 3448.573, 1281.172, 0.09992812
00001_00_10s.ARW, 2, 3630.3838, 1158.927, 3844.1873, 1289.0048, 0.059958767
00001_00_10s.ARW, 7, 3836.8313, 889.1096, 4256.0, 1202.7557, 0.41449732
00001_00_10s.ARW, 7, 122.344505, 71.412834, 3612.77, 2388.4084, 0.1079077
