Sony_RX100m7/DSC01088.JPG,468,2285,810,2577,bicycle
Sony_RX100m7/DSC01088.JPG,2754,2120,2872,2555,person
Sony_RX100m7/DSC01088.JPG,3554,2142,3719,2650,person
Sony_RX100m7/DSC01088.JPG,3776,2149,3966,2647,person
Sony_RX100m7/DSC01088.JPG,3947,2092,4032,2339,person
Sony_RX100m7/DSC01088.JPG,5181,2120,5349,2564,person
Sony_RX100m7/DSC01088.JPG,5161,2276,5349,2605,bicycle
Sony_RX100m7/DSC01088.JPG,5377,2066,5470,2475,person
Sony_RX100m7/DSC01088.JPG,3522,2146,3589,2323,person
Sony_RX100m7/DSC01089.JPG,0,1934,293,2531,car
Sony_RX100m7/DSC01089.JPG,1031,1782,1201,2278,person
Sony_RX100m7/DSC01089.JPG,1281,1779,1466,2263,person
Sony_RX100m7/DSC01089.JPG,1966,1876,2954,2718,car
Sony_RX100m7/DSC01089.JPG,2411,1880,3064,2490,car
Sony_RX100m7/DSC01089.JPG,2617,1806,2779,1929,car
Sony_RX100m7/DSC01089.JPG,2179,1810,2205,1920,person
Sony_RX100m7/DSC01089.JPG,2591,1801,2649,1982,person
Sony_RX100m7/DSC01089.JPG,145,2029,676,2353,bicycle
Sony_RX100m7/DSC01089.JPG,330,2060,734,2322,bicycle
Sony_RX100m7/DSC01089.JPG,550,1996,1038,2297,bicycle
Sony_RX100m7/DSC01089.JPG,668,1971,1104,2252,bicycle
Sony_RX100m7/DSC01089.JPG,912,1938,1282,2207,bicycle
Sony_RX100m7/DSC01089.JPG,971,1954,1343,2185,bicycle
Sony_RX100m7/DSC01089.JPG,1240,1930,1511,2119,bicycle
Sony_RX100m7/DSC01089.JPG,1337,1930,1582,2088,bicycle
Sony_RX100m7/DSC01089.JPG,1367,1937,1607,2083,bicycle
Sony_RX100m7/DSC01089.JPG,1477,1938,1675,2060,bicycle
Sony_RX100m7/DSC01089.JPG,1561,1923,1756,2051,bicycle
Sony_RX100m7/DSC01089.JPG,4100,2039,4802,2502,bicycle
Sony_RX100m7/DSC01089.JPG,4141,2076,4763,2478,bicycle
Sony_RX100m7/DSC01089.JPG,4520,1942,5035,2385,bicycle
Sony_RX100m7/DSC01089.JPG,3979,1983,4564,2427,bicycle
Sony_RX100m7/DSC01089.JPG,3950,2001,4494,2398,bicycle
Sony_RX100m7/DSC01089.JPG,3594,1992,4163,2328,bicycle
Sony_RX100m7/DSC01089.JPG,3562,1959,4081,2269,bicycle
Sony_RX100m7/DSC01090.JPG,2938,1448,3204,2183,person
Sony_RX100m7/DSC01090.JPG,2858,1760,3244,2276,bicycle
Sony_RX100m7/DSC01090.JPG,1932,1522,2267,1786,bicycle
Sony_RX100m7/DSC01090.JPG,4631,1387,4789,1737,person
Sony_RX100m7/DSC01090.JPG,4867,1408,4996,1763,person
Sony_RX100m7/DSC01090.JPG,5102,1400,5168,1589,person
Sony_RX100m7/DSC01090.JPG,5331,1370,5464,1594,person
Sony_RX100m7/DSC01090.JPG,2927,1326,3147,1846,person
Sony_RX100m7/DSC01090.JPG,5047,1462,5208,1574,bicycle
Sony_RX100m7/DSC01090.JPG,5309,1454,5471,1577,bicycle
Sony_RX100m7/DSC01092.JPG,1082,1511,1641,1863,bicycle
Sony_RX100m7/DSC01092.JPG,2189,1180,2818,2628,person
Sony_RX100m7/DSC01092.JPG,2172,1847,2823,2791,bicycle
Sony_RX100m7/DSC01092.JPG,3398,1115,4016,2552,person
Sony_RX100m7/DSC01092.JPG,3387,1717,4082,2780,bicycle
Sony_RX100m7/DSC01093.JPG,192,1424,1456,3648,person
Sony_RX100m7/DSC01093.JPG,1364,1500,1679,2688,person
Sony_RX100m7/DSC01093.JPG,3627,1443,4088,2374,person
Sony_RX100m7/DSC01093.JPG,3615,1828,3947,2388,bicycle
Sony_RX100m7/DSC01093.JPG,4105,1486,4419,2371,person
Sony_RX100m7/DSC01094.JPG,4905,693,4968,879,person
Sony_RX100m7/DSC01094.JPG,4679,693,4875,1155,person
Sony_RX100m7/DSC01094.JPG,4682,912,4872,1229,bicycle
Sony_RX100m7/DSC01094.JPG,4279,699,4442,1169,person
Sony_RX100m7/DSC01094.JPG,4116,656,4269,1182,person
Sony_RX100m7/DSC01094.JPG,3846,669,4089,1172,person
Sony_RX100m7/DSC01094.JPG,3390,713,3576,1242,person
Sony_RX100m7/DSC01094.JPG,3217,649,3403,1239,person
Sony_RX100m7/DSC01094.JPG,2507,663,2724,1362,person
Sony_RX100m7/DSC01094.JPG,2361,746,3533,2594,person
